rank,name,title,status,commits,description,last_updated,last_checked,builder,has_screenshots,has_icon,has_prompts,prompt_count,repo_url,landing_url,categories
,rushcycle,Rushcycle,Pending,,,,,,,,,,https://github.com/miniapp-factory/rushcycle,https://rushcycle.miniapp-factory.marketplace.openxai.network,
799,rwa-asset-monitor,Rwa Asset Monitor,Active,4,RWA Asset Monitor is a Mini App that tracks tokenized real-world assets (RWAs) across multiple blockchain platforms.,2025-11-22T12:45:53Z,2025-11-25T18:24:13.570777,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/rwa-asset-monitor,https://rwa-asset-monitor.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Tracker"
800,s4shahzaib,S4Shahzaib,Active,4,Find out which animal you are most similar to with our fun quiz!,2025-11-20T21:11:47Z,2025-11-25T18:24:13.570777,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/s4shahzaib,https://s4shahzaib.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
801,saddycat,Saddycat,Active,4,"An app about feeling lost, crying, and sadness.",2025-11-21T09:22:31Z,2025-11-25T18:24:13.570777,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/saddycat,https://saddycat.miniapp-factory.marketplace.openxai.network,Utility
92,salaman,Salaman,Active,4,Discover which animal you are most similar to with our fun quiz!,2025-11-23T05:23:44Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/salaman,https://salaman.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
147,salar,Salar,Active,9,Play the classic 2048 game in a mini app.,2025-11-20T18:42:41Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/salar,https://salar.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
960,sammi,Sammi,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T20:41:58Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/sammi,https://sammi.miniapp-factory.marketplace.openxai.network,AI
961,sanmura,Sanmura,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:27:53Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/sanmura,https://sanmura.miniapp-factory.marketplace.openxai.network,AI
,santa,Santa,Pending,,,,,,,,,,https://github.com/miniapp-factory/santa,https://santa.miniapp-factory.marketplace.openxai.network,
802,santa-bai,Santa Bai,Active,4,Play the classic 2048 game in a mini app.,2025-11-20T17:53:27Z,2025-11-25T18:25:53.470700,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/santa-bai,https://santa-bai.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
803,santoshtech,Santoshtech,Active,4,Find out which animal you are most similar to with our fun quiz!,2025-11-20T16:38:56Z,2025-11-25T18:25:53.470700,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/santoshtech,https://santoshtech.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
320,sara,Sara,Active,5,Spin the fruits and win! Share your results on Farcaster.,2025-11-20T18:07:46Z,2025-11-25T18:25:53.470700,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/sara,https://sara.miniapp-factory.marketplace.openxai.network,"Casino, Social"
,sarangola,Sarangola,Pending,,,,,,,,,,https://github.com/miniapp-factory/sarangola,https://sarangola.miniapp-factory.marketplace.openxai.network,
962,sardeoav25,Sardeoav25,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:32:44Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/sardeoav25,https://sardeoav25.miniapp-factory.marketplace.openxai.network,AI
31,sasaa,Sasaa,Active,4,"A Next.js application built with the Mini App Factory, demonstrating dynamic content and modern UI components.",2025-11-23T18:40:04Z,2025-11-24T16:30:55.398786,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/sasaa,https://sasaa.miniapp-factory.marketplace.openxai.network,Utility
155,sayhello,Sayhello,Active,8,Click to reveal the greeting and watch the logo appear.,2025-11-20T19:26:46Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/sayhello,https://sayhello.miniapp-factory.marketplace.openxai.network,"Education, Quiz"
804,scribble-mint,Scribble Mint,Active,4,A Doodle-to-Wallet Mini App,2025-11-22T02:29:57Z,2025-11-25T18:25:53.470700,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/scribble-mint,https://scribble-mint.miniapp-factory.marketplace.openxai.network,Game
805,selfi,Selfi,Active,4,A simple login system demo.,2025-11-21T16:35:46Z,2025-11-25T18:25:53.470700,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/selfi,https://selfi.miniapp-factory.marketplace.openxai.network,"Crypto, DeFi, Tracker"
,sensei-character-quiz,Sensei Character Quiz,Pending,,,,,,,,,,https://github.com/miniapp-factory/sensei-character-quiz,https://sensei-character-quiz.miniapp-factory.marketplace.openxai.network,
806,sentencebuildergame,Sentencebuildergame,Active,4,Assemble correct sentences with ease.,2025-11-22T08:40:09Z,2025-11-25T18:25:53.470700,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/sentencebuildergame,https://sentencebuildergame.miniapp-factory.marketplace.openxai.network,Game
963,seregachers,Seregachers,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-21T04:28:48Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/seregachers,https://seregachers.miniapp-factory.marketplace.openxai.network,AI
807,seta,Seta,Active,4,A community-driven platform for swapping unique T-shirts.,2025-11-20T19:35:32Z,2025-11-25T18:25:53.470700,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/seta,https://seta.miniapp-factory.marketplace.openxai.network,"AI Chat, Platformer, Social"
321,seve-many,Seve Many,Active,5,An app that determines the best clothing brand for you.,2025-11-21T08:31:26Z,2025-11-25T18:25:53.470700,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/seve-many,https://seve-many.miniapp-factory.marketplace.openxai.network,Utility
,shadow-runner,Shadow Runner,Pending,,,,,,,,,,https://github.com/miniapp-factory/shadow-runner,https://shadow-runner.miniapp-factory.marketplace.openxai.network,
,sharedates,Sharedates,Pending,,,,,,,,,,https://github.com/miniapp-factory/sharedates,https://sharedates.miniapp-factory.marketplace.openxai.network,
93,sharktank,Sharktank,Active,4,Discover your entrepreneurial style with our interactive quiz!,2025-11-23T04:18:25Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/sharktank,https://sharktank.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
808,shehu-ibrahim,Shehu Ibrahim,Active,4,An app celebrating the love of Shehu Ibrahim Inyass.,2025-11-21T11:09:18Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/shehu-ibrahim,https://shehu-ibrahim.miniapp-factory.marketplace.openxai.network,Utility
809,shill2earn,Shill2Earn,Active,4,Play the classic 2048 game in this mini app.,2025-11-20T14:47:23Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/shill2earn,https://shill2earn.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
810,shoose,Shoose,Active,4,"A mobile platform that lets users trade shoes, upload listings, browse, and chat to negotiate exchanges.",2025-11-20T19:31:50Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/shoose,https://shoose.miniapp-factory.marketplace.openxai.network,"AI Chat, Card Game, Social"
264,shortnews,Shortnews,Active,6,Summarize news about any topic in two sentences.,2025-11-22T15:41:49Z,2025-11-24T23:59:24.860273,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/shortnews,https://shortnews.miniapp-factory.marketplace.openxai.network,Tracker
811,simpbot,Simpbot,Active,4,Send a simp message to your crush with ease.,2025-11-22T15:40:49Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/simpbot,https://simpbot.miniapp-factory.marketplace.openxai.network,Utility
265,simple-crypto-calculator,Simple Crypto Calculator,Active,6,"Analyze crypto market sentiment using public data, social media trends, and market indicators.",2025-11-22T21:29:36Z,2025-11-24T23:59:24.860273,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/simple-crypto-calculator,https://simple-crypto-calculator.miniapp-factory.marketplace.openxai.network,"Alert, Calculator, Crypto, Social"
266,simple-risk-journal,Simple Risk Journal,Active,6,Create a simple app that allows users to record and review their daily trading or investment risk notes.,2025-11-21T18:56:46Z,2025-11-24T23:59:24.860273,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/simple-risk-journal,https://simple-risk-journal.miniapp-factory.marketplace.openxai.network,"Finance, Game"
812,simpleportfolio,Simpleportfolio,Active,4,Simple Portfolio Value Tracker provides users with a quick overview of the total value of their cryptocurrency holdings.,2025-11-21T11:05:46Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/simpleportfolio,https://simpleportfolio.miniapp-factory.marketplace.openxai.network,"Game, Tracker"
,singsaya-app,Singsaya App,Pending,,,,,,,,,,https://github.com/miniapp-factory/singsaya-app,https://singsaya-app.miniapp-factory.marketplace.openxai.network,
964,sip-calc,Sip Calc,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T05:44:12Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/sip-calc,https://sip-calc.miniapp-factory.marketplace.openxai.network,AI
,skill-path,Skill Path,Pending,,,,,,,,,,https://github.com/miniapp-factory/skill-path,https://skill-path.miniapp-factory.marketplace.openxai.network,
813,sleepcoach,Sleepcoach,Active,4,Get personalized tips for better sleep tonight.,2025-11-22T15:35:01Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/sleepcoach,https://sleepcoach.miniapp-factory.marketplace.openxai.network,"Fitness, Health"
953,slipguard,Slipguard,Default,2,Idea: A slippage estimator for both CEX and DEX trades.,2025-11-20T19:03:35Z,2025-11-26T13:38:44.562365,,Yes,No,Yes,1,https://github.com/miniapp-factory/slipguard,https://slipguard.miniapp-factory.marketplace.openxai.network,Game
814,slogan-tagline-generator,Slogan Tagline Generator,Active,4,Generate catchy slogans tailored to your industry and audience.,2025-11-22T04:04:23Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/slogan-tagline-generator,https://slogan-tagline-generator.miniapp-factory.marketplace.openxai.network,Generator
19,sloths-booms,Sloths Booms,Active,7,Spin the fruits and win big with the Fruit Slot Machine app!,2025-11-23T15:56:00Z,2025-11-24T16:30:55.398786,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/sloths-booms,https://sloths-booms.miniapp-factory.marketplace.openxai.network,"Casino, Social"
,slots,Slots,Pending,,,,,,,,,,https://github.com/miniapp-factory/slots,https://slots.miniapp-factory.marketplace.openxai.network,
244,slots-base,Slots Base,Active,7,Spin the reels and win with fruit slots!,2025-11-23T00:32:29Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,3,https://github.com/miniapp-factory/slots-base,https://slots-base.miniapp-factory.marketplace.openxai.network,"Casino, Social"
815,small-projectmanager,Small Projectmanager,Active,4,An app that helps users set and track savings and investment goals.,2025-11-23T01:38:56Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/small-projectmanager,https://small-projectmanager.miniapp-factory.marketplace.openxai.network,Finance
816,smart,Smart,Active,4,"An AI-powered personal development app that analyzes habits, emotions, and goals to provide personalized growth plans, gamified progress, and...",2025-11-20T23:12:42Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/smart,https://smart.miniapp-factory.marketplace.openxai.network,"AI, Game"
817,smart-meetingscheduler,Smart Meetingscheduler,Active,4,Finds optimal meeting times across calendars.,2025-11-22T08:37:38Z,2025-11-25T18:27:34.214861,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/smart-meetingscheduler,https://smart-meetingscheduler.miniapp-factory.marketplace.openxai.network,Utility
818,smartcontractaudit,Smartcontractaudit,Active,4,Smart Contract Audit Checker helps users quickly assess the security of smart contracts.,2025-11-20T22:08:29Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/smartcontractaudit,https://smartcontractaudit.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Trading"
819,smartmoneyflow,Smartmoneyflow,Active,4,"Tracks on-chain movements of profitable wallets, funds, whales, and smart money entities to identify early trends, token accumulation, and major...",2025-11-21T08:21:53Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/smartmoneyflow,https://smartmoneyflow.miniapp-factory.marketplace.openxai.network,Game
,smartstudy-ai,Smartstudy Ai,Pending,,,,,,,,,,https://github.com/miniapp-factory/smartstudy-ai,https://smartstudy-ai.miniapp-factory.marketplace.openxai.network,
820,smcc-app,Smcc App,Active,4,An app that helps you create engaging social media content.,2025-11-21T13:29:57Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/smcc-app,https://smcc-app.miniapp-factory.marketplace.openxai.network,"Generator, Social"
954,snai,Snai,Default,2,"Allows someone to find out which animal (cat, dog, fox, hamster, horse) they are most similar to by answering 5 multiple.",2025-11-20T19:29:27Z,2025-11-26T13:38:44.562365,,Yes,No,Yes,1,https://github.com/miniapp-factory/snai,https://snai.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
267,snake,Snake,Active,6,Play 2048 on the Mini App Factory!,2025-11-20T15:00:51Z,2025-11-24T23:59:24.860273,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/snake,https://snake.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
322,snake-base,Snake Base,Active,5,Play a fast and clean Snake game with Base blue and white theme.,2025-11-20T14:58:09Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/snake-base,https://snake-base.miniapp-factory.marketplace.openxai.network,Classic
,snake-blast,Snake Blast,Pending,,,,,,,,,,https://github.com/miniapp-factory/snake-blast,https://snake-blast.miniapp-factory.marketplace.openxai.network,
127,snake-rush,Snake Rush,Active,11,Play the animal-themed slot machine and share your wins!,2025-11-22T23:29:36Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,3,https://github.com/miniapp-factory/snake-rush,https://snake-rush.miniapp-factory.marketplace.openxai.network,"Casino, Social"
,snakebitin,Snakebitin,Pending,,,,,,,,,,https://github.com/miniapp-factory/snakebitin,https://snakebitin.miniapp-factory.marketplace.openxai.network,
821,snakeclassic,Snakeclassic,Active,4,An example app built with the Mini App Factory.,2025-11-23T02:16:08Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/snakeclassic,https://snakeclassic.miniapp-factory.marketplace.openxai.network,Utility
822,snowman,Snowman,Active,4,Spin and win with our fruit slot machine app!,2025-11-21T17:17:37Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/snowman,https://snowman.miniapp-factory.marketplace.openxai.network,"Casino, Social"
,soap-vs-germs,Soap Vs Germs,Pending,,,,,,,,,,https://github.com/miniapp-factory/soap-vs-germs,https://soap-vs-germs.miniapp-factory.marketplace.openxai.network,
823,social-media-contentcreator,Social Media Contentcreator,Active,4,"Generate engaging captions, hashtags, and visuals for your social media content with the Mini App Factory App.",2025-11-22T03:57:01Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/social-media-contentcreator,https://social-media-contentcreator.miniapp-factory.marketplace.openxai.network,"Generator, Social"
824,social-media-manager,Social Media Manager,Active,4,Play the fruit slot machine and share your wins!,2025-11-22T19:22:19Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/social-media-manager,https://social-media-manager.miniapp-factory.marketplace.openxai.network,"Casino, Social"
965,solitude,Solitude,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-21T00:42:04Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/solitude,https://solitude.miniapp-factory.marketplace.openxai.network,AI
94,spaceshootermini,Spaceshootermini,Active,4,An app that corrects errors and improves writing.,2025-11-23T02:22:32Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/spaceshootermini,https://spaceshootermini.miniapp-factory.marketplace.openxai.network,Other
825,speedmath,Speedmath,Active,4,Solve quick math problems instantly.,2025-11-22T08:43:09Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/speedmath,https://speedmath.miniapp-factory.marketplace.openxai.network,Utility
14,speedzgame,Speedzgame,Active,30,Test your reaction speed by pressing the correct button as it lights up.,2025-11-24T19:19:11Z,2025-11-24T17:13:16.323357,,Yes,Yes,Yes,13,https://github.com/miniapp-factory/speedzgame,https://speedzgame.miniapp-factory.marketplace.openxai.network,Game
826,spellingbeemini,Spellingbeemini,Active,4,An app that helps you spell words correctly.,2025-11-22T08:42:18Z,2025-11-25T18:29:11.985018,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/spellingbeemini,https://spellingbeemini.miniapp-factory.marketplace.openxai.network,Other
827,spidy,Spidy,Active,4,A mini app that showcases hacking-themed features.,2025-11-20T18:23:52Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/spidy,https://spidy.miniapp-factory.marketplace.openxai.network,Utility
828,spin-and-win,Spin And Win,Active,4,Play the classic 2048 game in the Mini App Factory!,2025-11-22T13:29:02Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/spin-and-win,https://spin-and-win.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
966,spin-the-wheel,Spin The Wheel,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-20T14:16:58Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/spin-the-wheel,https://spin-the-wheel.miniapp-factory.marketplace.openxai.network,AI
,sports-travia,Sports Travia,Pending,,,,,,,,,,https://github.com/miniapp-factory/sports-travia,https://sports-travia.miniapp-factory.marketplace.openxai.network,
,square-invasion,Square Invasion,Pending,,,,,,,,,,https://github.com/miniapp-factory/square-invasion,https://square-invasion.miniapp-factory.marketplace.openxai.network,
829,st,St,Active,4,A trailing stop app for USDT using real-time price data from KuCoin.,2025-11-21T06:21:04Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/st,https://st.miniapp-factory.marketplace.openxai.network,Social
830,stablecointracker,Stablecointracker,Active,4,Stablecoin Tracker is a Mini App that monitors popular stablecoins across multiple blockchains.,2025-11-20T18:01:50Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/stablecointracker,https://stablecointracker.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Portfolio, Tracker"
831,staking-pool-comparator,Staking Pool Comparator,Active,4,Staking Pool Comparator is a Mini App that compares staking pools across multiple blockchains and protocols.,2025-11-22T12:09:02Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/staking-pool-comparator,https://staking-pool-comparator.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Tracker"
832,staking-reward-tracker,Staking Reward Tracker,Active,4,Monitors staking rewards across multiple blockchains and protocols.,2025-11-22T10:43:20Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/staking-reward-tracker,https://staking-reward-tracker.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Tracker"
833,stakingpool,Stakingpool,Active,4,Staking Pool Comparator helps crypto users find the most profitable and secure staking pools across multiple protocols.,2025-11-20T21:26:01Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/stakingpool,https://stakingpool.miniapp-factory.marketplace.openxai.network,Game
955,starship,Starship,Default,2,"Slot machine with 3 columns and 3 rows, each slot contains one fruit.",2025-11-24T07:07:34Z,2025-11-26T13:38:44.562365,,Yes,No,Yes,1,https://github.com/miniapp-factory/starship,https://starship.miniapp-factory.marketplace.openxai.network,"Casino, Social"
834,stlill-back,Stlill Back,Active,4,"A simple web app that lets you add, view, and complete tasks.",2025-11-21T15:28:19Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/stlill-back,https://stlill-back.miniapp-factory.marketplace.openxai.network,Utility
22,stonks,Stonks,Active,5,A Farcaster Mini App that lets users buy tickets and win a share of the pot.,2025-11-23T13:55:17Z,2025-11-24T16:30:55.398786,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/stonks,https://stonks.miniapp-factory.marketplace.openxai.network,"Game, Social"
,store-smart-calculator,Store Smart Calculator,Inactive,4,SearchReplaceNoExactMatch: This SEARCH block failed to exactly match lines in mini-app/components/savage-cfo-enterprise-pro.tsx,2025-11-25T13:44:31Z,2025-11-26T13:38:44.562365,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/store-smart-calculator,https://store-smart-calculator.miniapp-factory.marketplace.openxai.network,Inactive
835,storygenerator,Storygenerator,Active,4,Generate short stories based on a theme.,2025-11-20T16:59:00Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/storygenerator,https://storygenerator.miniapp-factory.marketplace.openxai.network,Generator
836,storyprompt,Storyprompt,Active,4,Generate creative writing prompts for any topic.,2025-11-22T15:37:58Z,2025-11-25T18:31:18.230246,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/storyprompt,https://storyprompt.miniapp-factory.marketplace.openxai.network,Generator
268,sts,Sts,Active,6,Play the classic 2048 game in a mini app.,2025-11-22T09:13:28Z,2025-11-24T23:59:24.860273,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/sts,https://sts.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
95,studbud,Studbud,Active,4,"A dynamic quiz that reveals the study techniques best suited to your learning style, with visual examples and instant results.",2025-11-23T08:24:35Z,2025-11-24T17:13:16.323357,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/studbud,https://studbud.miniapp-factory.marketplace.openxai.network,"Education, Language Learning, Quiz"
910,studmate,Studmate,Default,2,UniMatch is an interactive quiz designed to help students discover which universities in Mindanao best fit their preferences.,2025-11-23T10:38:05Z,2025-11-24T17:13:16.323357,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/studmate,https://studmate.miniapp-factory.marketplace.openxai.network,"Education, Fitness, Health, Quiz"
837,study-scheduleplanner,Study Scheduleplanner,Active,4,An app that suggests study timelines and priorities.,2025-11-22T03:10:42Z,2025-11-25T18:33:18.439596,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/study-scheduleplanner,https://study-scheduleplanner.miniapp-factory.marketplace.openxai.network,Education
838,studybuddy,Studybuddy,Active,4,Summarize any text into concise bullet points.,2025-11-20T16:43:48Z,2025-11-25T18:33:18.439596,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/studybuddy,https://studybuddy.miniapp-factory.marketplace.openxai.network,Education
839,studyhelper,Studyhelper,Active,4,An app that summarizes texts and provides key study points.,2025-11-20T15:17:58Z,2025-11-25T18:33:18.439596,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/studyhelper,https://studyhelper.miniapp-factory.marketplace.openxai.network,Education
840,stx,Stx,Active,4,A lightweight mini‑app for exchanging digital stickers quickly and interactively.,2025-11-20T19:12:17Z,2025-11-25T18:33:18.439596,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/stx,https://stx.miniapp-factory.marketplace.openxai.network,"AI Chat, Finance, Game, Social"
245,sudoku,Sudoku,Active,7,Play Sudoku and test your skills!,2025-11-20T19:10:22Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,3,https://github.com/miniapp-factory/sudoku,https://sudoku.miniapp-factory.marketplace.openxai.network,Puzzle
269,sudoku-puzzle,Sudoku Puzzle,Active,6,"Play Sudoku with Easy, Medium, and Hard levels, track your best times, and pause/resume the game.",2025-11-20T17:43:07Z,2025-11-24T23:59:24.860273,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/sudoku-puzzle,https://sudoku-puzzle.miniapp-factory.marketplace.openxai.network,Puzzle
967,sudoku-tutor,Sudoku Tutor,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:15:45Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/sudoku-tutor,https://sudoku-tutor.miniapp-factory.marketplace.openxai.network,AI
968,sudoku-tutor-guide,Sudoku Tutor Guide,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:22:34Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/sudoku-tutor-guide,https://sudoku-tutor-guide.miniapp-factory.marketplace.openxai.network,AI
841,sui,Sui,Active,4,An app showcasing perpetual trading concepts.,2025-11-20T15:55:42Z,2025-11-25T18:33:18.439596,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/sui,https://sui.miniapp-factory.marketplace.openxai.network,Finance
969,super-maria,Super Maria,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:19:19Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/super-maria,https://super-maria.miniapp-factory.marketplace.openxai.network,AI
148,super-mario,Super Mario,Active,9,Play a simple side‑scrolling Super Mario style game.,2025-11-20T22:51:22Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,4,https://github.com/miniapp-factory/super-mario,https://super-mario.miniapp-factory.marketplace.openxai.network,"Platformer, Social"
270,supercool,Supercool,Active,6,Find out which animal you are most similar to with our quick quiz!,2025-11-21T16:42:25Z,2025-11-24T23:59:24.860273,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/supercool,https://supercool.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
,survival-box,Survival Box,Pending,,,,,,,,,,https://github.com/miniapp-factory/survival-box,https://survival-box.miniapp-factory.marketplace.openxai.network,
842,swapper,Swapper,Active,4,"A friendly, sleek web3 swap interface for everyone.",2025-11-20T21:08:24Z,2025-11-25T18:33:18.439596,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/swapper,https://swapper.miniapp-factory.marketplace.openxai.network,Crypto
843,swera,Swera,Active,4,Take the quiz to discover which animal you are most similar to. Share your result with friends!,2025-11-20T17:07:04Z,2025-11-25T18:33:18.439596,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/swera,https://swera.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
,swipe-color,Swipe Color,Pending,,,,,,,,,,https://github.com/miniapp-factory/swipe-color,https://swipe-color.miniapp-factory.marketplace.openxai.network,
,tacx,Tacx,Pending,,,,,,,,,,https://github.com/miniapp-factory/tacx,https://tacx.miniapp-factory.marketplace.openxai.network,
844,tag-me,Tag Me,Active,4,Tag me helps users tag media or files so they can be sorted easily by those tags.,2025-11-20T15:48:06Z,2025-11-25T18:33:18.439596,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tag-me,https://tag-me.miniapp-factory.marketplace.openxai.network,Utility
96,tapfishing,Tapfishing,Active,4,An app that helps allocate budget and manage messaging.,2025-11-23T02:38:25Z,2025-11-24T17:13:16.323357,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tapfishing,https://tapfishing.miniapp-factory.marketplace.openxai.network,Finance
117,tapquest,Tapquest,Active,15,A fast 30‑second tap game that looks premium and is easy to extend.,2025-11-21T18:02:34Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,6,https://github.com/miniapp-factory/tapquest,https://tapquest.miniapp-factory.marketplace.openxai.network,Game
